customer_number,id,e_pay_accumulate_limit,e_pay_single_limit,trade_time,trade_amount,card_area,merchant_code,receiving_customer_code,pre_trade_result,is_common_ip,phone_equal,sign
140500012952403,19718,5000.0,5000.0,17516,1340.0,0.004608098913837311,0.011668829548339185,0.011668829548339185,0.0,1,0,1
160800053721155,19820,5000.0,5000.0,108,945.0,0.006426207296745218,0.01460496336954526,0.01460496336954526,0.0,0,0,1
160800053721155,19867,5000.0,5000.0,0,945.0,0.006426207296745218,0.01460496336954526,0.01460496336954526,1.0,0,0,1
110700014925071,21838,5000.0,5000.0,0,4935.0,0.00830304616079235,0.01460496336954526,0.01460496336954526,1.0,0,0,1
160700036240669,21868,5000.0,5000.0,1154,4935.0,0.01631380574103136,0.01460496336954526,0.01460496336954526,0.0,0,0,1
240700006913572,22029,5000.0,5000.0,7184,1960.0,0.0017827920470733585,0.041481280293269966,0.041481280293269966,0.0,0,0,1
160700036240669,22199,5000.0,5000.0,0,4935.0,0.01631380574103136,0.01460496336954526,0.01460496336954526,1.0,0,0,1
210200040325186,22804,5000.0,5000.0,33,3150.0,0.012015749134603432,0.01460496336954526,0.01460496336954526,0.0,0,0,1
240700006913572,23571,5000.0,5000.0,0,2900.0,0.0017827920470733585,0.011668829548339185,0.011668829548339185,0.0,1,0,1
120300062780229,24811,5000.0,5000.0,627,1999.19995,0.010679191673461649,0.041481280293269966,0.041481280293269966,0.0,0,0,1
120300062780229,24812,5000.0,5000.0,622,1999.19995,0.010679191673461649,0.041481280293269966,0.041481280293269966,1.0,0,0,1
120300062780229,24813,5000.0,5000.0,618,1999.19995,0.010679191673461649,0.041481280293269966,0.041481280293269966,1.0,0,0,1
120300062780229,24814,5000.0,5000.0,615,1999.19995,0.010679191673461649,0.041481280293269966,0.041481280293269966,1.0,0,0,1
120300062780229,24827,5000.0,5000.0,377,999.59998,0.010679191673461649,0.041481280293269966,0.041481280293269966,0.0,0,0,1
151000021842938,25071,5000.0,5000.0,16,787.5,0.0035355359410057193,0.01460496336954526,0.01460496336954526,0.0,0,0,1
90500013978042,25901,2000.0,2000.0,10050,210.0,0.00013053386007355554,0.0047355108878702435,0.0047355108878702435,0.0,1,0,1
160500018046445,30092,5000.0,5000.0,1659,768.0,0.005258036563919544,0.006590886785388089,0.006590886785388089,0.0,0,0,1
160500018046445,30094,5000.0,5000.0,1656,768.0,0.005258036563919544,0.006590886785388089,0.006590886785388089,1.0,0,0,1
160500018046445,30097,5000.0,5000.0,1654,768.0,0.005258036563919544,0.006590886785388089,0.006590886785388089,1.0,0,0,1
160500018046445,30112,5000.0,5000.0,1623,750.0,0.005258036563919544,0.007814275877557288,0.007814275877557288,1.0,0,0,1
160500018046445,30114,5000.0,5000.0,1620,750.0,0.005258036563919544,0.007814275877557288,0.007814275877557288,1.0,0,0,1
160500018046445,30115,5000.0,5000.0,1618,750.0,0.005258036563919544,0.007814275877557288,0.007814275877557288,1.0,0,0,1
160500018046445,30133,5000.0,5000.0,1585,750.0,0.005258036563919544,0.03469878775213864,0.03469878775213864,1.0,0,0,1
160500018046445,30136,5000.0,5000.0,1581,750.0,0.005258036563919544,0.03469878775213864,0.03469878775213864,1.0,0,0,1
160500018046445,30204,5000.0,5000.0,1434,768.0,0.005258036563919544,0.007814275877557288,0.007814275877557288,1.0,0,0,1
160500018046445,30205,5000.0,5000.0,1431,768.0,0.005258036563919544,0.007814275877557288,0.007814275877557288,1.0,0,0,1
160500018046445,30208,5000.0,5000.0,1428,768.0,0.005258036563919544,0.007814275877557288,0.007814275877557288,1.0,0,0,1
160500018046445,30282,5000.0,5000.0,1254,768.0,0.005258036563919544,0.007814275877557288,0.007814275877557288,1.0,0,0,1
160500018046445,30794,5000.0,5000.0,160,3985.0,0.005258036563919544,0.006590886785388089,0.006590886785388089,1.0,0,0,1
160500018046445,30797,5000.0,5000.0,157,3985.0,0.005258036563919544,0.006590886785388089,0.006590886785388089,1.0,0,0,1
160500018046445,30798,5000.0,5000.0,154,3985.0,0.005258036563919544,0.006590886785388089,0.006590886785388089,1.0,0,0,1
160500018046445,30870,5000.0,5000.0,3,3067.0,0.005258036563919544,0.007814275877557288,0.007814275877557288,1.0,0,0,1
160500018046445,30873,5000.0,5000.0,0,3067.0,0.005258036563919544,0.007814275877557288,0.007814275877557288,1.0,0,0,1
240200044760933,31672,5000.0,5000.0,0,4998.0,0.008441189618089925,0.006590886785388089,0.006590886785388089,0.0,1,0,1
350000078039298,31854,5000.0,5000.0,439,1999.19995,0.009247611805958391,0.041481280293269966,0.041481280293269966,0.0,0,0,1
350000078039298,31900,5000.0,5000.0,267,1999.19995,0.009247611805958391,0.041481280293269966,0.041481280293269966,0.0,1,0,1
350000078039298,32003,5000.0,5000.0,0,997.64001,0.009247611805958391,0.041481280293269966,0.041481280293269966,0.0,1,0,1
360200149127809,32840,5000.0,5000.0,29135,3000.0,0.0378046741268036,0.03469878775213864,0.03469878775213864,0.0,1,0,1
360200149127809,32846,5000.0,5000.0,29110,1000.0,0.0378046741268036,0.03469878775213864,0.03469878775213864,1.0,0,0,1
360200149127809,32869,5000.0,5000.0,29040,3000.0,0.0378046741268036,0.02279757281165056,0.02279757281165056,1.0,0,0,1
360200149127809,32900,5000.0,5000.0,28976,100.0,0.0378046741268036,0.02279757281165056,0.02279757281165056,1.0,0,0,1
301600003726048,33581,5000.0,5000.0,0,4935.0,0.00034848052928455935,0.006590886785388089,0.006590886785388089,0.0,0,0,1
301600002417897,33692,3000.0,3000.0,81863,52.5,0.00034848052928455935,0.006590886785388089,0.006590886785388089,0.0,1,0,1
160400041858544,34124,5000.0,5000.0,846,597.71002,0.0034038313736669303,0.00046886825972608965,0.00046886825972608965,0.0,0,0,1
120200082353488,34672,5000.0,5000.0,27220,1000.0,0.008689769794074544,0.041481280293269966,0.041481280293269966,0.0,1,0,1
60800000542102,36044,5000.0,5000.0,197,2835.0,3.453586432439362e-05,0.01460496336954526,0.01460496336954526,0.0,0,0,1
151000002519307,36083,3000.0,3000.0,436,2100.0,0.0035355359410057193,0.01460496336954526,0.01460496336954526,0.0,0,0,1
60800000542102,36143,5000.0,5000.0,0,55.0,3.453586432439362e-05,0.00035121217957010466,0.00035121217957010466,0.0,0,0,1
151000002519307,36191,3000.0,3000.0,236,1050.0,0.0035355359410057193,0.01460496336954526,0.01460496336954526,1.0,0,0,1
360200051755291,36298,5000.0,5000.0,399,2085.5,0.0378046741268036,0.03469878775213864,0.03469878775213864,0.0,1,0,1
160400025002989,36577,5000.0,5000.0,67239,497.5,0.0034038313736669303,0.000228287916720568,0.000228287916720568,0.0,0,0,1
160400025002989,36638,5000.0,5000.0,67138,497.5,0.0034038313736669303,0.000228287916720568,0.000228287916720568,0.0,1,0,1
160400025002989,36687,5000.0,5000.0,67057,497.5,0.0034038313736669303,0.000228287916720568,0.000228287916720568,0.0,1,0,1
160400025002989,36813,5000.0,5000.0,66829,497.5,0.0034038313736669303,0.000228287916720568,0.000228287916720568,0.0,1,0,1
160400025002989,36886,5000.0,5000.0,66668,497.5,0.0034038313736669303,0.000228287916720568,0.000228287916720568,0.0,1,0,1
160400025002989,36920,5000.0,5000.0,66616,497.5,0.0034038313736669303,0.000228287916720568,0.000228287916720568,0.0,1,0,1
160400025002989,36969,5000.0,5000.0,66487,497.5,0.0034038313736669303,0.000228287916720568,0.000228287916720568,0.0,1,0,1
160400025002989,37014,5000.0,5000.0,66378,497.5,0.0034038313736669303,0.000228287916720568,0.000228287916720568,0.0,1,0,1
160400025002989,37050,5000.0,5000.0,66300,497.5,0.0034038313736669303,0.000228287916720568,0.000228287916720568,0.0,1,0,1
160400025002989,37107,5000.0,5000.0,66163,497.5,0.0034038313736669303,0.000228287916720568,0.000228287916720568,0.0,1,0,1
160400025002989,37176,5000.0,5000.0,66032,497.5,0.0034038313736669303,0.000228287916720568,0.000228287916720568,0.0,1,0,1
210200037606962,38863,5000.0,5000.0,0,2100.0,0.0017989868309090913,0.01460496336954526,0.01460496336954526,0.0,0,0,1
210300022310448,38955,3000.0,3000.0,85909,210.0,0.005642028546916192,0.01460496336954526,0.01460496336954526,0.0,0,0,1
171700000715805,38981,5000.0,5000.0,100,5000.0,0.0010239786213243939,0.041481280293269966,0.041481280293269966,0.0,0,0,1
171700000715805,39023,5000.0,5000.0,0,5000.0,0.0010239786213243939,0.041481280293269966,0.041481280293269966,1.0,0,0,1
360200008563508,40737,5000.0,5000.0,551,120.54,0.0378046741268036,0.041481280293269966,0.041481280293269966,0.0,0,0,1
120500001486463,40758,5000.0,5000.0,54996,190.0,0.004284983708632815,0.006198309615779729,0.006198309615779729,0.0,1,0,1
360200008563508,40800,5000.0,5000.0,381,1989.40002,0.0378046741268036,0.041481280293269966,0.041481280293269966,0.0,1,0,1
360200008563508,40829,5000.0,5000.0,289,1989.40002,0.0378046741268036,0.041481280293269966,0.041481280293269966,0.0,1,0,1
360200008563508,40850,5000.0,5000.0,225,1989.40002,0.0378046741268036,0.041481280293269966,0.041481280293269966,0.0,1,0,1
360200008563508,40925,5000.0,5000.0,0,880.0399800000001,0.0378046741268036,0.041481280293269966,0.041481280293269966,0.0,1,0,1
360200189414945,40994,5000.0,5000.0,0,60.0,0.0038955284250650774,0.007814275877557288,0.007814275877557288,0.0,0,0,1
40600035255608,41060,5000.0,5000.0,0,935.0,0.001619673501450799,0.041481280293269966,0.041481280293269966,0.0,0,0,1
190100001175470,41279,5000.0,5000.0,62918,3000.0,0.00602211817236206,0.06576135873846146,0.06576135873846146,0.0,0,0,1
170200060287263,41486,5000.0,5000.0,654,4881.0,0.012583737276119307,0.06576135873846146,0.06576135873846146,0.0,0,0,1
210300024221777,41488,5000.0,5000.0,71,367.5,0.005642028546916192,0.01460496336954526,0.01460496336954526,0.0,0,0,1
170200060287263,41494,5000.0,5000.0,618,3901.0,0.012583737276119307,0.06576135873846146,0.06576135873846146,1.0,0,0,1
170200060287263,41536,5000.0,5000.0,507,4881.0,0.012583737276119307,0.06576135873846146,0.06576135873846146,1.0,0,0,1
170200060287263,41541,5000.0,5000.0,481,2901.0,0.012583737276119307,0.06576135873846146,0.06576135873846146,1.0,0,0,1
170200060287263,41580,5000.0,5000.0,363,2901.0,0.012583737276119307,0.06576135873846146,0.06576135873846146,1.0,0,0,1
170200060287263,41613,5000.0,5000.0,269,4661.0,0.012583737276119307,0.09770703323852556,0.09770703323852556,1.0,0,0,1
170200060287263,41688,5000.0,5000.0,52,1901.0,0.012583737276119307,0.09770703323852556,0.09770703323852556,1.0,0,0,1
260500030976024,41702,5000.0,5000.0,37,2200.0,0.0016542093657751925,0.0047355108878702435,0.0047355108878702435,0.0,0,0,1
170200060287263,41716,5000.0,5000.0,0,901.0,0.012583737276119307,0.09770703323852556,0.09770703323852556,1.0,0,0,1
160200041199519,42195,5000.0,5000.0,58583,284.10999,0.007818178235108067,0.0024621924966639727,0.0024621924966639727,0.0,0,0,1
210300024410850,42222,5000.0,5000.0,46,4725.0,0.005642028546916192,0.01460496336954526,0.01460496336954526,0.0,0,0,1
160600037682391,42230,3000.0,3000.0,47186,240.0,0.00551247027623033,0.01460496336954526,0.01460496336954526,1.0,0,0,1
370000090809811,42528,5000.0,5000.0,0,830.0,0.01226101230666989,0.06576135873846146,0.06576135873846146,0.0,1,0,1
161700007353995,42578,5000.0,5000.0,183,555.0,0.0008694452623135478,0.041481280293269966,0.041481280293269966,0.0,0,0,1
161700007353995,42582,5000.0,5000.0,176,555.0,0.0008694452623135478,0.041481280293269966,0.041481280293269966,1.0,0,0,1
161700007353995,42584,5000.0,5000.0,174,555.0,0.0008694452623135478,0.041481280293269966,0.041481280293269966,1.0,0,0,1
161700007353995,42600,5000.0,5000.0,122,555.0,0.0008694452623135478,0.041481280293269966,0.041481280293269966,1.0,0,0,1
161700007353995,42602,5000.0,5000.0,119,555.0,0.0008694452623135478,0.041481280293269966,0.041481280293269966,1.0,0,0,1
161700007353995,42641,5000.0,5000.0,15,491.0,0.0008694452623135478,0.041481280293269966,0.041481280293269966,1.0,0,0,1
161700007353995,42643,5000.0,5000.0,11,491.0,0.0008694452623135478,0.041481280293269966,0.041481280293269966,1.0,0,0,1
161700007353995,42644,5000.0,5000.0,8,491.0,0.0008694452623135478,0.041481280293269966,0.041481280293269966,1.0,0,0,1
161700007353995,42645,5000.0,5000.0,0,491.0,0.0008694452623135478,0.041481280293269966,0.041481280293269966,1.0,0,0,1
200800025677151,42835,2000.0,2000.0,0,690.0,0.0038955284250650774,0.007814275877557288,0.007814275877557288,0.0,0,0,1
160600016575223,45603,5000.0,5000.0,416,4861.0,0.00551247027623033,0.041481280293269966,0.041481280293269966,0.0,0,0,1
160600016575223,45605,5000.0,5000.0,414,4861.0,0.00551247027623033,0.041481280293269966,0.041481280293269966,1.0,0,0,1
160600016575223,45608,5000.0,5000.0,407,4861.0,0.00551247027623033,0.041481280293269966,0.041481280293269966,1.0,0,0,1
160600016575223,45609,5000.0,5000.0,406,4861.0,0.00551247027623033,0.041481280293269966,0.041481280293269966,1.0,0,0,1
160600016575223,45614,5000.0,5000.0,394,4761.0,0.00551247027623033,0.041481280293269966,0.041481280293269966,1.0,0,0,1
160600016575223,45615,5000.0,5000.0,392,4761.0,0.00551247027623033,0.041481280293269966,0.041481280293269966,1.0,0,0,1
160600016575223,45702,5000.0,5000.0,170,4901.0,0.00551247027623033,0.041481280293269966,0.041481280293269966,1.0,0,0,1
160600016575223,45705,5000.0,5000.0,165,4901.0,0.00551247027623033,0.041481280293269966,0.041481280293269966,1.0,0,0,1
160600016575223,45712,5000.0,5000.0,134,4801.0,0.00551247027623033,0.041481280293269966,0.041481280293269966,1.0,0,0,1
160600016575223,45713,5000.0,5000.0,127,4801.0,0.00551247027623033,0.041481280293269966,0.041481280293269966,1.0,0,0,1
160600016575223,45751,5000.0,5000.0,36,4901.0,0.00551247027623033,0.041481280293269966,0.041481280293269966,1.0,0,0,1
160600016575223,45753,5000.0,5000.0,31,4901.0,0.00551247027623033,0.041481280293269966,0.041481280293269966,1.0,0,0,1
160600016575223,45764,5000.0,5000.0,4,3901.0,0.00551247027623033,0.041481280293269966,0.041481280293269966,1.0,0,0,1
160600016575223,45765,5000.0,5000.0,0,3901.0,0.00551247027623033,0.041481280293269966,0.041481280293269966,1.0,0,0,1
400000150935313,45959,5000.0,5000.0,208,1960.0,0.02498542957249478,0.041481280293269966,0.041481280293269966,0.0,0,0,1
120300003169641,45992,5000.0,5000.0,0,1960.0,0.010679191673461649,0.041481280293269966,0.041481280293269966,0.0,1,0,1
201500012836121,46017,5000.0,5000.0,456,1960.0,0.0007705204984013018,0.041481280293269966,0.041481280293269966,0.0,0,0,1
181200024406246,46573,5000.0,5000.0,548,525.0,0.0028344774070082827,0.01460496336954526,0.01460496336954526,0.0,0,0,1
230600015473465,46670,5000.0,5000.0,68431,105.0,0.0027090166117507398,0.006590886785388089,0.006590886785388089,0.0,1,0,1
230600015473465,46691,5000.0,5000.0,68376,105.0,0.0027090166117507398,0.006590886785388089,0.006590886785388089,1.0,0,0,1
430100079904193,47576,5000.0,5000.0,537,4894.89014,0.0021884421144768296,0.4351046719609952,0.4351046719609952,0.0,1,0,1
430100079904193,47676,5000.0,5000.0,0,4984.97998,0.0021884421144768296,0.011668829548339185,0.011668829548339185,0.0,0,0,1
230800010770581,47751,5000.0,5000.0,3,4881.0,0.004630147233999212,0.041481280293269966,0.041481280293269966,0.0,0,0,1
210500013142131,47861,5000.0,5000.0,42,4935.0,0.005642028546916192,0.01460496336954526,0.01460496336954526,0.0,0,0,1
250200032263342,47991,1000.0,1000.0,78439,420.0,0.00830304616079235,0.01460496336954526,0.01460496336954526,0.0,1,0,1
181200021169386,50589,200.0,200.0,569,200.0,0.0028344774070082827,7.999832979096827e-06,7.999832979096827e-06,0.0,0,0,1
181200021169386,50766,200.0,200.0,0,200.0,0.0028344774070082827,7.999832979096827e-06,7.999832979096827e-06,0.0,0,0,1
320200049535757,52423,5000.0,5000.0,39818,995.0,0.004419029690502072,0.041481280293269966,0.041481280293269966,0.0,1,0,1
320200049535757,52441,5000.0,5000.0,39772,995.0,0.004419029690502072,0.041481280293269966,0.041481280293269966,1.0,0,0,1
320200049535757,52550,5000.0,5000.0,39570,995.0,0.004419029690502072,0.041481280293269966,0.041481280293269966,1.0,0,0,1
440200036458662,53103,5000.0,5000.0,82683,2100.0,0.005258036563919544,0.0029072563753303107,0.0029072563753303107,0.0,1,0,1
440200036458662,53114,5000.0,5000.0,82657,2100.0,0.005258036563919544,0.0029072563753303107,0.0029072563753303107,1.0,0,0,1
190100001175470,54926,5000.0,5000.0,1228,4935.0,0.00602211817236206,0.01460496336954526,0.01460496336954526,0.0,1,0,1
290200013946185,55156,5000.0,5000.0,322,1999.19995,0.002242489766555118,0.041481280293269966,0.041481280293269966,0.0,0,0,1
290200013946185,55205,5000.0,5000.0,208,999.59998,0.002242489766555118,0.041481280293269966,0.041481280293269966,0.0,0,0,1
190100001175470,55305,5000.0,5000.0,186,4935.0,0.00602211817236206,0.01460496336954526,0.01460496336954526,1.0,0,0,1
190100001175470,55377,5000.0,5000.0,0,4935.0,0.00602211817236206,0.01460496336954526,0.01460496336954526,1.0,0,0,1
430100007929106,55640,20000.0,20000.0,12033,1999.19995,0.02009909256528693,0.041481280293269966,0.041481280293269966,0.0,0,0,1
191200002338452,55757,5000.0,5000.0,78,4935.0,0.0008368605767645436,0.01460496336954526,0.01460496336954526,0.0,0,0,1
390100023976424,55989,5000.0,5000.0,32,1999.19995,0.00810656245811063,0.041481280293269966,0.041481280293269966,0.0,0,0,1
380300017905992,56207,5000.0,5000.0,7279,5000.0,0.01631380574103136,0.011668829548339185,0.011668829548339185,0.0,1,0,1
400000150696520,57371,5000.0,5000.0,682,1005.0,0.02498542957249478,0.006198309615779729,0.006198309615779729,0.0,1,0,1
110300008540318,57466,5000.0,5000.0,1745,500.0,0.00505862609307474,0.4351046719609952,0.4351046719609952,0.0,1,0,1
110300008540318,57511,5000.0,5000.0,1655,500.0,0.00505862609307474,0.0032338837023305075,0.0032338837023305075,1.0,0,0,1
170500028653869,57529,5000.0,5000.0,29520,1999.19995,0.004419029690502072,0.041481280293269966,0.041481280293269966,0.0,0,0,1
110300008540318,57546,5000.0,5000.0,1584,9.32,0.00505862609307474,0.041481280293269966,0.041481280293269966,1.0,0,0,1
400000150696520,57639,5000.0,5000.0,0,105.0,0.02498542957249478,0.006198309615779729,0.006198309615779729,0.0,1,0,1
240200032603077,57665,5000.0,5000.0,198,1998.21997,0.008441189618089925,0.041481280293269966,0.041481280293269966,0.0,0,0,1
110300008540318,58096,5000.0,5000.0,241,950.0,0.00505862609307474,0.000544573996211201,0.000544573996211201,1.0,0,0,1
110300008540318,58144,5000.0,5000.0,140,497.5,0.00505862609307474,0.000544573996211201,0.000544573996211201,1.0,0,0,1
110300008540318,58160,5000.0,5000.0,99,899.0,0.00505862609307474,0.000544573996211201,0.000544573996211201,1.0,0,0,1
110300008540318,58211,5000.0,5000.0,0,499.0,0.00505862609307474,0.041481280293269966,0.041481280293269966,1.0,0,0,1
20000201803055,58245,5000.0,5000.0,10141,1999.19995,0.0005547201258432262,0.041481280293269966,0.041481280293269966,0.0,0,0,1
20000201803055,58288,5000.0,5000.0,10047,999.59998,0.0005547201258432262,0.041481280293269966,0.041481280293269966,0.0,0,0,1
350000063478969,60654,5000.0,5000.0,0,2520.0,0.009247611805958391,0.0014667010854602645,0.0014667010854602645,0.0,0,0,1
440200058731819,61781,5000.0,5000.0,46029,49.0,0.0037099713235255374,0.006590886785388089,0.006590886785388089,0.0,1,0,1
440200058731819,61835,5000.0,5000.0,45937,49.0,0.0037099713235255374,0.006590886785388089,0.006590886785388089,1.0,0,0,1
440200058731819,61920,5000.0,5000.0,45811,50.0,0.0037099713235255374,0.006590886785388089,0.006590886785388089,1.0,0,0,1
350000076309201,61939,5000.0,5000.0,909,1260.0,0.009247611805958391,0.0014667010854602645,0.0014667010854602645,0.0,0,0,1
440200058731819,61967,5000.0,5000.0,45719,49.0,0.0037099713235255374,0.006590886785388089,0.006590886785388089,1.0,0,0,1
180400012859547,62166,1000.0,1000.0,76896,1000.0,0.002637603468571485,0.041481280293269966,0.041481280293269966,0.0,0,0,1
210500001254541,62631,5000.0,5000.0,0,630.0,0.005866999459718597,0.03469878775213864,0.03469878775213864,0.0,0,0,1
120200100634058,62703,5000.0,5000.0,2345,945.0,0.017017986161069417,0.01460496336954526,0.01460496336954526,0.0,0,0,1
90500017071475,62709,5000.0,5000.0,197,3255.0,0.00013053386007355554,0.0032338837023305075,0.0032338837023305075,0.0,0,0,1
120200100634058,62729,5000.0,5000.0,2277,945.0,0.017017986161069417,0.01460496336954526,0.01460496336954526,1.0,0,0,1
90500017071475,62758,5000.0,5000.0,78,55.0,0.00013053386007355554,0.0014667010854602645,0.0014667010854602645,0.0,0,0,1
90500017071475,62798,5000.0,5000.0,0,1995.0,0.00013053386007355554,0.0032338837023305075,0.0032338837023305075,0.0,0,0,1
120200100634058,62818,5000.0,5000.0,2086,945.0,0.017017986161069417,0.01460496336954526,0.01460496336954526,1.0,0,0,1
41100013675600,63471,5000.0,5000.0,553,1989.40002,0.0003966746450366793,0.041481280293269966,0.041481280293269966,0.0,0,0,1
260400038415351,64433,5000.0,5000.0,0,367.5,0.0014717741502762774,0.03469878775213864,0.03469878775213864,0.0,0,0,1
370000085592744,64526,5000.0,5000.0,1318,2310.0,0.0011506101238471704,0.03469878775213864,0.03469878775213864,0.0,0,0,1
370000085592744,64547,5000.0,5000.0,1271,2100.0,0.0011506101238471704,0.03469878775213864,0.03469878775213864,1.0,0,0,1
370000085592744,64561,5000.0,5000.0,1226,1575.0,0.0011506101238471704,0.03469878775213864,0.03469878775213864,1.0,0,0,1
370000085592744,64581,5000.0,5000.0,1173,1000.0,0.0011506101238471704,0.06576135873846146,0.06576135873846146,1.0,0,0,1
370000085592744,64594,5000.0,5000.0,1141,800.0,0.0011506101238471704,0.06576135873846146,0.06576135873846146,1.0,0,0,1
370000085592744,64611,5000.0,5000.0,1093,1155.0,0.0011506101238471704,0.006590886785388089,0.006590886785388089,1.0,0,0,1
370000085592744,64627,5000.0,5000.0,1053,525.0,0.0011506101238471704,0.006590886785388089,0.006590886785388089,1.0,0,0,1
370000085592744,64641,5000.0,5000.0,999,472.5,0.0011506101238471704,0.006590886785388089,0.006590886785388089,1.0,0,0,1
370000085592744,64683,5000.0,5000.0,898,315.0,0.0011506101238471704,0.03469878775213864,0.03469878775213864,1.0,0,0,1
370000085592744,64831,5000.0,5000.0,495,495.0,0.0011506101238471704,0.03469878775213864,0.03469878775213864,1.0,0,0,1
151000022255201,64861,5000.0,5000.0,0,525.0,0.0035355359410057193,0.01460496336954526,0.01460496336954526,0.0,0,0,1
370000085592744,64917,5000.0,5000.0,290,2310.0,0.0011506101238471704,0.006590886785388089,0.006590886785388089,1.0,0,0,1
370000085592744,65021,5000.0,5000.0,0,420.0,0.0011506101238471704,0.03469878775213864,0.03469878775213864,1.0,0,0,1
171300007307784,65118,20000.0,20000.0,486,157.5,0.0015267973917422605,0.006590886785388089,0.006590886785388089,0.0,0,0,1
171300007307784,65133,20000.0,20000.0,441,157.5,0.0015267973917422605,0.03469878775213864,0.03469878775213864,1.0,0,0,1
171300007307784,65165,20000.0,20000.0,351,157.5,0.0015267973917422605,0.004518539808046934,0.004518539808046934,1.0,0,0,1
